,date,Price,revenue_musd,net_income_musd,total_assets_musd,total_liabilities_musd,share_holder_equity_musd,gdp_growth,interest_rate
34,2017-09-30,35.99922180175781,24538.0,6576.0,249097.0,159450.0,89647.0,2.41,1.15
35,2017-12-31,39.67069625854492,28918.0,-6302.0,256003.0,177643.0,78360.0,2.99,1.41
36,2018-03-31,39.49114990234375,26819.0,7424.0,245497.0,166258.0,79239.0,3.33,1.69
37,2018-06-30,43.73820495605469,30085.0,8873.0,258848.0,176130.0,82718.0,3.3,1.91
38,2018-09-30,53.52542495727539,29084.0,8824.0,257619.0,171652.0,85967.0,3.13,2.19
39,2018-12-31,37.53238296508789,32471.0,8420.0,258859.0,166731.0,92128.0,2.13,2.4
40,2019-03-31,45.39019775390625,30571.0,8809.0,263281.0,168417.0,94864.0,1.93,2.42
41,2019-06-30,47.476844787597656,33717.0,13187.0,286556.0,184226.0,102330.0,2.24,2.4
42,2019-09-30,53.92981719970703,33055.0,10678.0,278955.0,172894.0,106061.0,2.8,1.83
43,2019-12-31,70.92035675048828,36906.0,11649.0,282794.0,172685.0,110109.0,3.35,1.55
44,2020-03-31,61.56016540527344,35021.0,10752.0,285449.0,170948.0,114501.0,1.28,0.05
45,2020-06-30,88.55218505859375,38033.0,11202.0,301311.0,183007.0,118304.0,-7.5,0.09
46,2020-09-30,112.65045166015624,37154.0,13893.0,301001.0,177609.0,123392.0,-1.41,0.09
47,2020-12-31,129.29258728027344,43076.0,15463.0,304137.0,173901.0,130236.0,-1.02,0.09
48,2021-03-31,119.20032501220705,41706.0,15457.0,308879.0,174374.0,134505.0,1.76,0.07
49,2021-06-30,133.87974548339844,46152.0,16458.0,333779.0,191791.0,141988.0,12.24,0.1
50,2021-09-30,138.5248565673828,45317.0,20505.0,335418.0,183440.0,151978.0,4.98,0.08
51,2021-12-31,174.0901641845703,51728.0,18765.0,340389.0,180379.0,160010.0,5.72,0.08
52,2022-03-31,171.40623474121094,49360.0,16728.0,344607.0,181683.0,162924.0,4.01,0.33
53,2022-06-30,134.4086456298828,51865.0,16740.0,364840.0,198298.0,166542.0,2.48,1.68
54,2022-09-30,136.0523681640625,50122.0,17556.0,359784.0,186218.0,173566.0,2.3,3.08
55,2022-12-31,128.12303161621094,52747.0,16425.0,364552.0,181416.0,183136.0,1.32,4.33
56,2023-03-31,162.85499572753906,52857.0,18299.0,380088.0,185405.0,194683.0,2.28,4.83
57,2023-06-30,191.82945251464844,56189.0,20081.0,411976.0,205753.0,206223.0,2.83,5.12
58,2023-09-30,169.54928588867188,56517.0,22291.0,445785.0,225071.0,220714.0,3.24,5.33
59,2023-12-31,190.9136657714844,62020.0,21870.0,470558.0,232290.0,238268.0,3.2,5.33
60,2024-03-31,170.25735473632812,61858.0,21939.0,484275.0,231123.0,253152.0,2.9,5.33
61,2024-06-30,209.4019317626953,64727.0,22036.0,512163.0,243686.0,268477.0,3.04,5.33
62,2024-09-30,231.9206390380859,65585.0,24667.0,523013.0,235290.0,287723.0,2.72,4.83
63,2024-12-31,249.5341796875,69632.0,24108.0,533898.0,231203.0,302695.0,2.53,4.33
64,2025-03-31,221.58761596679688,70066.0,25824.0,562624.0,240733.0,321891.0,1.99,4.33
65,2025-06-30,204.9374084472656,76441.0,27233.0,619003.0,275524.0,343479.0,1.99,4.33
